Flow_ID,Node_ID,Protocol,Distance_m,RSRP_dBm,SINR_dB,Dur,RunTime,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,sMeanPktSz,dMeanPktSz,Rate,SrcRate,DstRate,Load,sTtl,dTtl,SrcWin,DstWin,TcpRtt,SynAck,AckDat,Offset,Loss,pLoss,Attack_Type,Attack_Tool,Label,Label_Binary
2735,UE_6,tcp,321,-51.53,39.74,1.122,1.122,75,42,33,31662,13222,18440,314.8,558.8,66.84,37.43,29.41,225754.01,64,64,65535,65535,0.0362,0.0181,0.0181,394,0,0,Benign,None,Benign,0
764,UE_2,tcp,235.5,-52.37,41.32,7.516,7.516,280,47,233,330717,5635,325082,119.9,1395.2,37.25,6.25,31,352013.84,64,64,131072,131072,0.0229,0.0115,0.0115,389,0,0,Benign,None,Benign,0
4941,UE_10,tcp,440.7,-54.05,39.81,45.23,45.23,22,11,11,820,380,440,34.5,40,0.49,0.24,0.24,145.04,64,64,512,16384,0.2087,0.1252,0.0835,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4322,UE_9,tcp,409.2,-55.18,38.3,0.0028,0.0028,1,1,0,44,44,0,44,0,357.14,357.14,0,125714.29,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3837,UE_8,udp,403.8,-52.72,40.68,0.56,0.56,905,905,0,896041,896041,0,990.1,0,1616.07,1616.07,0,12800585.71,64,0,0,0,0,0,0,0,724,80,UDPFlood,Hping3,Malicious,1
2116,UE_5,tcp,309,-52.58,39.65,12.102,12.102,802,42,760,1112288,2688,1109600,64,1460,66.27,3.47,62.8,735275.49,64,64,262144,262144,0.0206,0.0103,0.0103,203,0,0,Benign,None,Benign,0
1204,UE_3,udp,127.5,-42.12,51.79,3.389,3.389,181,93,88,31746,16601,15145,178.5,172.1,53.41,27.44,25.97,74938.92,64,64,0,0,0,0,0,419,1,0.05,Benign,None,Benign,0
1617,UE_4,udp,116.4,-40.64,51.68,0.217,0.217,5,4,1,373,311,62,77.7,62.4,23.04,18.43,4.61,13751.15,64,64,0,0,0,0,0,345,0,0,Benign,None,Benign,0
1561,UE_4,udp,116.4,-40.78,53.41,0.204,0.204,2,1,1,125,73,52,72.8,52.3,9.8,4.9,4.9,4901.96,64,64,0,0,0,0,0,478,0,0,Benign,None,Benign,0
3224,UE_7,tcp,413,-60.18,34.3,0.0976,0.0976,839,839,0,33560,33560,0,40,0,8596.31,8596.31,0,2750819.67,128,0,1024,0,0,0,0,0,839,100,SYNFlood,Hping3,Malicious,1
3854,UE_8,udp,403.8,-52.14,40.36,0.156,0.156,1635,1635,0,1132892,1132892,0,692.9,0,10480.77,10480.77,0,58097025.64,64,0,0,0,0,0,0,0,1308,80,UDPFlood,Hping3,Malicious,1
102,UE_1,tcp,146.1,-44.96,47.27,3.399,3.399,43,11,32,40496,2243,38253,203.9,1195.4,12.65,3.24,9.41,95312.74,64,64,65535,65535,0.0246,0.0123,0.0123,396,0,0,Benign,None,Benign,0
1284,UE_3,udp,127.5,-41.73,51.2,3.69,3.69,241,122,119,42245,21277,20968,174.4,176.2,65.31,33.06,32.25,91588.08,64,64,0,0,0,0,0,139,0,0,Benign,None,Benign,0
3227,UE_7,tcp,413,-60.13,33.97,0.0588,0.0588,479,479,0,19160,19160,0,40,0,8146.26,8146.26,0,2606802.72,128,0,1024,0,0,0,0,0,479,100,SYNFlood,Hping3,Malicious,1
2491,UE_5,tcp,309,-53.86,39.9,4.421,4.421,616,81,535,786284,5184,781100,64,1460,139.33,18.32,121.01,1422816.56,64,64,262144,262144,0.018,0.009,0.009,151,1,0.05,Benign,None,Benign,0
2120,UE_5,tcp,309,-53.1,40.39,8.072,8.072,832,54,778,1139336,3456,1135880,64,1460,103.07,6.69,96.38,1129173.44,64,64,262144,262144,0.0133,0.0067,0.0067,286,1,0.05,Benign,None,Benign,0
674,UE_2,tcp,235.5,-52.12,40.8,5.739,5.739,483,44,439,542065,4070,537995,92.5,1225.5,84.16,7.67,76.49,755622.93,64,64,131072,131072,0.0205,0.0103,0.0103,281,0,0,Benign,None,Benign,0
1566,UE_4,udp,116.4,-40.27,52,0.066,0.066,2,1,1,145,89,56,88.8,56.2,30.3,15.15,15.15,17575.76,64,64,0,0,0,0,0,239,0,0,Benign,None,Benign,0
4963,UE_10,tcp,440.7,-53.64,39.49,30.9,30.9,19,8,11,678,238,440,29.8,40,0.61,0.26,0.36,175.53,64,64,512,16384,0.1272,0.0763,0.0509,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2821,UE_6,tcp,321,-52.41,39.98,2.379,2.379,69,44,25,24510,14260,10250,324.1,410,29,18.5,10.51,82421.19,64,64,65535,65535,0.0291,0.0146,0.0146,345,0,0,Benign,None,Benign,0
3723,UE_8,udp,403.8,-52.7,41,0.452,0.452,1982,1982,0,1225074,1225074,0,618.1,0,4384.96,4384.96,0,21682725.66,64,0,0,0,0,0,0,0,1586,80,UDPFlood,Hping3,Malicious,1
3024,UE_7,tcp,413,-60.72,34.74,0.0553,0.0553,300,300,0,12000,12000,0,40,0,5424.95,5424.95,0,1735985.53,128,0,1024,0,0,0,0,0,300,100,SYNFlood,Hping3,Malicious,1
3988,UE_8,udp,403.8,-53.08,40.52,0.556,0.556,1077,1077,0,1003010,1003010,0,931.3,0,1937.05,1937.05,0,14431798.56,64,0,0,0,0,0,0,0,862,80,UDPFlood,Hping3,Malicious,1
1836,UE_4,udp,116.4,-39.23,52.69,0.179,0.179,5,3,2,396,276,120,92,59.9,27.93,16.76,11.17,17698.32,64,64,0,0,0,0,0,314,0,0,Benign,None,Benign,0
2633,UE_6,tcp,321,-51.87,39.95,2.989,2.989,66,41,25,33024,19717,13307,480.9,532.3,22.08,13.72,8.36,88388.09,64,64,65535,65535,0.0381,0.0191,0.0191,392,0,0,Benign,None,Benign,0
3556,UE_8,udp,403.8,-52.42,40.19,0.399,0.399,1784,1784,0,1659120,1659120,0,930,0,4471.18,4471.18,0,33265563.91,64,0,0,0,0,0,0,0,1427,80,UDPFlood,Hping3,Malicious,1
906,UE_2,tcp,235.5,-52.84,40.92,9.502,9.502,490,73,417,578870,7205,571665,98.7,1370.9,51.57,7.68,43.89,487366.87,64,64,131072,131072,0.0279,0.014,0.014,360,1,0.05,Benign,None,Benign,0
2699,UE_6,tcp,321,-51.65,39.54,3.166,3.166,72,32,40,28047,10323,17724,322.6,443.1,22.74,10.11,12.63,70870.5,64,64,65535,65535,0.0316,0.0158,0.0158,165,0,0,Benign,None,Benign,0
2060,UE_5,tcp,309,-53.07,40.69,5.045,5.045,671,43,628,919632,2752,916880,64,1460,133,8.52,124.48,1458286.62,64,64,262144,262144,0.0225,0.0113,0.0113,407,1,0.05,Benign,None,Benign,0
2883,UE_6,tcp,321,-51.13,40.2,1.666,1.666,62,42,20,23311,15019,8292,357.6,414.6,37.21,25.21,12,111937.58,64,64,65535,65535,0.0363,0.0182,0.0182,400,1,0.05,Benign,None,Benign,0
1134,UE_3,udp,127.5,-41.89,50.79,2.408,2.408,225,111,114,38280,19447,18833,175.2,165.2,93.44,46.1,47.34,127176.08,64,64,0,0,0,0,0,181,0,0,Benign,None,Benign,0
2204,UE_5,tcp,309,-53.54,40.09,8.768,8.768,901,95,806,1182840,6080,1176760,64,1460,102.76,10.83,91.93,1079233.58,64,64,262144,262144,0.0208,0.0104,0.0104,322,0,0,Benign,None,Benign,0
2004,UE_5,tcp,309,-52.99,38.65,11.902,11.902,904,50,854,1250040,3200,1246840,64,1460,75.95,4.2,71.75,840221.81,64,64,262144,262144,0.0198,0.0099,0.0099,200,0,0,Benign,None,Benign,0
3742,UE_8,udp,403.8,-52.78,40.02,0.447,0.447,2152,2152,0,1991461,1991461,0,925.4,0,4814.32,4814.32,0,35641360.18,64,0,0,0,0,0,0,0,1722,80,UDPFlood,Hping3,Malicious,1
2157,UE_5,tcp,309,-53.11,39.95,6.084,6.084,730,90,640,940160,5760,934400,64,1460,119.99,14.79,105.19,1236239.32,64,64,262144,262144,0.0165,0.0083,0.0083,351,1,0.05,Benign,None,Benign,0
4100,UE_9,tcp,409.2,-55.35,38.74,0.006,0.006,1,1,0,44,44,0,44,0,166.67,166.67,0,58666.67,59,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4750,UE_10,tcp,440.7,-53.79,39.79,64.51,64.51,23,14,9,884,524,360,37.4,40,0.36,0.22,0.14,109.63,64,64,512,16384,0.1539,0.0923,0.0616,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2628,UE_6,tcp,321,-51.39,40.14,2.812,2.812,81,37,44,36402,15581,20821,421.1,473.2,28.81,13.16,15.65,103561.88,64,64,65535,65535,0.0247,0.0124,0.0124,230,1,0.05,Benign,None,Benign,0
2250,UE_5,tcp,309,-52.67,39.59,3.137,3.137,755,66,689,1010164,4224,1005940,64,1460,240.68,21.04,219.64,2576127.51,64,64,262144,262144,0.0225,0.0113,0.0113,412,1,0.05,Benign,None,Benign,0
4749,UE_10,tcp,440.7,-54.88,39.74,26.7,26.7,23,12,11,784,344,440,28.7,40,0.86,0.45,0.41,234.91,64,64,512,16384,0.2197,0.1318,0.0879,128,0,0,SlowrateDoS,Slowloris,Malicious,1
961,UE_2,tcp,235.5,-52.25,41.43,5.104,5.104,307,38,269,393031,3922,389109,103.2,1446.5,60.15,7.45,52.7,616036.05,64,64,131072,131072,0.0114,0.0057,0.0057,303,1,0.05,Benign,None,Benign,0
1593,UE_4,udp,116.4,-40.43,52.02,0.093,0.093,5,3,2,362,246,116,82.1,57.8,53.76,32.26,21.51,31139.78,64,64,0,0,0,0,0,252,1,0.05,Benign,None,Benign,0
3196,UE_7,tcp,413,-59.74,33.41,0.0209,0.0209,431,431,0,17240,17240,0,40,0,20622.01,20622.01,0,6599043.06,128,0,1024,0,0,0,0,0,431,100,SYNFlood,Hping3,Malicious,1
1806,UE_4,udp,116.4,-40.06,52.43,0.129,0.129,3,2,1,238,180,58,89.8,58.2,23.26,15.5,7.75,14759.69,64,64,0,0,0,0,0,187,0,0,Benign,None,Benign,0
1989,UE_4,udp,116.4,-40.18,52.59,0.052,0.052,3,2,1,198,143,55,71.4,54.7,57.69,38.46,19.23,30461.54,64,64,0,0,0,0,0,273,0,0,Benign,None,Benign,0
1173,UE_3,udp,127.5,-42.79,50.57,3.428,3.428,167,84,83,29793,15002,14791,178.6,178.2,48.72,24.5,24.21,69528.59,64,64,0,0,0,0,0,155,1,0.05,Benign,None,Benign,0
4984,UE_10,tcp,440.7,-54.68,39.54,40.04,40.04,14,9,5,529,329,200,36.5,40,0.35,0.22,0.12,105.69,64,64,512,16384,0.1042,0.0625,0.0417,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2937,UE_6,tcp,321,-51.83,40.2,1.817,1.817,68,42,26,29466,18018,11448,429,440.3,37.42,23.12,14.31,129734.73,64,64,65535,65535,0.0438,0.0219,0.0219,164,0,0,Benign,None,Benign,0
962,UE_2,tcp,235.5,-52.52,40.75,4.504,4.504,387,71,316,409605,6958,402647,98,1274.2,85.92,15.76,70.16,727539.96,64,64,131072,131072,0.016,0.008,0.008,323,0,0,Benign,None,Benign,0
4381,UE_9,tcp,409.2,-55.5,38.87,0.0029,0.0029,1,1,0,44,44,0,44,0,344.83,344.83,0,121379.31,48,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
211,UE_1,tcp,146.1,-44.35,48.31,0.818,0.818,56,29,27,39495,6838,32657,235.8,1209.5,68.46,35.45,33.01,386259.17,64,64,65535,65535,0.0312,0.0156,0.0156,404,1,0.05,Benign,None,Benign,0
1777,UE_4,udp,116.4,-40.36,52.46,0.242,0.242,4,2,2,308,188,120,93.9,60,16.53,8.26,8.26,10181.82,64,64,0,0,0,0,0,162,1,0.05,Benign,None,Benign,0
873,UE_2,tcp,235.5,-52.43,40.95,2.702,2.702,483,64,419,523402,5267,518135,82.3,1236.6,178.76,23.69,155.07,1549672.83,64,64,131072,131072,0.0243,0.0122,0.0122,318,1,0.05,Benign,None,Benign,0
2214,UE_5,tcp,309,-52.39,40.11,6.345,6.345,817,60,757,1109060,3840,1105220,64,1460,128.76,9.46,119.31,1398342,64,64,262144,262144,0.0208,0.0104,0.0104,208,0,0,Benign,None,Benign,0
3075,UE_7,tcp,413,-59.84,34.47,0.0186,0.0186,224,224,0,8960,8960,0,40,0,12043.01,12043.01,0,3853763.44,128,0,1024,0,0,0,0,0,224,100,SYNFlood,Hping3,Malicious,1
3062,UE_7,tcp,413,-60.32,33.54,0.0524,0.0524,451,451,0,18040,18040,0,40,0,8606.87,8606.87,0,2754198.47,128,0,1024,0,0,0,0,0,451,100,SYNFlood,Hping3,Malicious,1
4771,UE_10,tcp,440.7,-54.1,39.57,48.4,48.4,22,16,6,837,597,240,37.3,40,0.45,0.33,0.12,138.35,64,64,512,16384,0.1475,0.0885,0.059,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3071,UE_7,tcp,413,-59.83,34.18,0.0912,0.0912,873,873,0,34920,34920,0,40,0,9572.37,9572.37,0,3063157.89,128,0,1024,0,0,0,0,0,873,100,SYNFlood,Hping3,Malicious,1
66,UE_1,tcp,146.1,-44.38,48.13,2.091,2.091,90,35,55,59205,8110,51095,231.7,929,43.04,16.74,26.3,226513.63,64,64,65535,65535,0.0201,0.0101,0.0101,506,0,0,Benign,None,Benign,0
3484,UE_7,tcp,413,-60.33,33.38,0.0854,0.0854,388,388,0,15520,15520,0,40,0,4543.33,4543.33,0,1453864.17,128,0,1024,0,0,0,0,0,388,100,SYNFlood,Hping3,Malicious,1
4269,UE_9,tcp,409.2,-55.26,38.26,0.0044,0.0044,1,1,0,44,44,0,44,0,227.27,227.27,0,80000,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1059,UE_3,udp,127.5,-41.76,51.26,3.37,3.37,135,69,66,23712,11951,11761,173.2,178.2,40.06,20.47,19.58,56289.61,64,64,0,0,0,0,0,362,0,0,Benign,None,Benign,0
631,UE_2,tcp,235.5,-51.85,41.08,7.389,7.389,323,33,290,386366,2957,383409,89.6,1322.1,43.71,4.47,39.25,418314.79,64,64,131072,131072,0.0191,0.0096,0.0096,304,1,0.05,Benign,None,Benign,0
1225,UE_3,udp,127.5,-41.31,51.48,5.365,5.365,252,125,127,41993,21013,20980,168.1,165.2,46.97,23.3,23.67,62617.71,64,64,0,0,0,0,0,199,0,0,Benign,None,Benign,0
3888,UE_8,udp,403.8,-51.9,40.97,0.215,0.215,1472,1472,0,1099142,1099142,0,746.7,0,6846.51,6846.51,0,40898306.98,64,0,0,0,0,0,0,0,1178,80,UDPFlood,Hping3,Malicious,1
765,UE_2,tcp,235.5,-52.81,39.99,8.096,8.096,460,57,403,526680,4634,522046,81.3,1295.4,56.82,7.04,49.78,520434.78,64,64,131072,131072,0.0147,0.0074,0.0074,139,0,0,Benign,None,Benign,0
3589,UE_8,udp,403.8,-52.63,41.03,0.591,0.591,1820,1820,0,1514058,1514058,0,831.9,0,3079.53,3079.53,0,20494862.94,64,0,0,0,0,0,0,0,1456,80,UDPFlood,Hping3,Malicious,1
4174,UE_9,tcp,409.2,-54.76,37.97,0.0014,0.0014,1,1,0,44,44,0,44,0,714.29,714.29,0,251428.57,54,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1627,UE_4,udp,116.4,-40.93,52.16,0.093,0.093,6,4,2,482,374,108,93.5,54,64.52,43.01,21.51,41462.37,64,64,0,0,0,0,0,406,0,0,Benign,None,Benign,0
1785,UE_4,udp,116.4,-40.35,52.27,0.23,0.23,6,4,2,503,380,123,95.1,61.3,26.09,17.39,8.7,17495.65,64,64,0,0,0,0,0,354,1,0.05,Benign,None,Benign,0
4416,UE_9,tcp,409.2,-54.96,38.81,0.0042,0.0042,1,1,0,44,44,0,44,0,238.1,238.1,0,83809.52,59,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4745,UE_10,tcp,440.7,-54.29,39.32,48.59,48.59,19,14,5,581,381,200,27.2,40,0.39,0.29,0.1,95.66,64,64,512,16384,0.1013,0.0608,0.0405,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2010,UE_5,tcp,309,-53.42,40.16,6.26,6.26,475,73,402,591592,4672,586920,64,1460,75.88,11.66,64.22,756028.12,64,64,262144,262144,0.0123,0.0062,0.0062,505,0,0,Benign,None,Benign,0
4391,UE_9,tcp,409.2,-55.18,38.15,0.0015,0.0015,1,1,0,44,44,0,44,0,666.67,666.67,0,234666.67,60,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4838,UE_10,tcp,440.7,-53.6,39.44,59.49,59.49,24,15,9,827,467,360,31.1,40,0.4,0.25,0.15,111.21,64,64,512,16384,0.1018,0.0611,0.0407,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3782,UE_8,udp,403.8,-51.83,41.1,0.41,0.41,1334,1334,0,1224212,1224212,0,917.7,0,3253.66,3253.66,0,23887063.41,64,0,0,0,0,0,0,0,1067,80,UDPFlood,Hping3,Malicious,1
4010,UE_9,tcp,409.2,-55.37,38.61,0.0052,0.0052,1,1,0,44,44,0,44,0,192.31,192.31,0,67692.31,52,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
111,UE_1,tcp,146.1,-44.87,48.2,3.394,3.394,45,22,23,30041,3784,26257,172,1141.6,13.26,6.48,6.78,70809.66,64,64,65535,65535,0.0173,0.0087,0.0087,271,0,0,Benign,None,Benign,0
1759,UE_4,udp,116.4,-41.47,51.95,0.174,0.174,3,2,1,182,131,51,65.3,50.7,17.24,11.49,5.75,8367.82,64,64,0,0,0,0,0,152,1,0.05,Benign,None,Benign,0
2732,UE_6,tcp,321,-50.39,39.13,1.246,1.246,61,28,33,34149,12656,21493,452,651.3,48.96,22.47,26.48,219255.22,64,64,65535,65535,0.0224,0.0112,0.0112,431,1,0.05,Benign,None,Benign,0
1615,UE_4,udp,116.4,-40.35,52.5,0.136,0.136,6,4,2,461,350,111,87.4,55.4,44.12,29.41,14.71,27117.65,64,64,0,0,0,0,0,512,0,0,Benign,None,Benign,0
3353,UE_7,tcp,413,-59.57,33.98,0.0762,0.0762,966,966,0,38640,38640,0,40,0,12677.17,12677.17,0,4056692.91,128,0,1024,0,0,0,0,0,966,100,SYNFlood,Hping3,Malicious,1
1766,UE_4,udp,116.4,-39.91,51.16,0.069,0.069,3,2,1,221,162,59,81.2,58.6,43.48,28.99,14.49,25623.19,64,64,0,0,0,0,0,309,0,0,Benign,None,Benign,0
2992,UE_6,tcp,321,-51.35,40.29,3.183,3.183,73,30,43,30244,12150,18094,405,420.8,22.93,9.43,13.51,76013.82,64,64,65535,65535,0.0282,0.0141,0.0141,227,1,0.05,Benign,None,Benign,0
3611,UE_8,udp,403.8,-52.35,41.2,0.51,0.51,989,989,0,841639,841639,0,851,0,1939.22,1939.22,0,13202180.39,64,0,0,0,0,0,0,0,791,80,UDPFlood,Hping3,Malicious,1
733,UE_2,tcp,235.5,-51.42,41.06,2.758,2.758,315,79,236,330747,7663,323084,97,1369,114.21,28.64,85.57,959382.16,64,64,131072,131072,0.0105,0.0053,0.0053,392,0,0,Benign,None,Benign,0
469,UE_1,tcp,146.1,-44.58,48.08,3.876,3.876,55,29,26,26377,4698,21679,162,833.8,14.19,7.48,6.71,54441.69,64,64,65535,65535,0.0367,0.0184,0.0184,128,1,0.05,Benign,None,Benign,0
2608,UE_6,tcp,321,-51.39,40.07,3.127,3.127,88,39,49,46317,14060,32257,360.5,658.3,28.14,12.47,15.67,118495.68,64,64,65535,65535,0.0322,0.0161,0.0161,193,1,0.05,Benign,None,Benign,0
3833,UE_8,udp,403.8,-52.24,40.86,0.341,0.341,2263,2263,0,2011354,2011354,0,888.8,0,6636.36,6636.36,0,47187190.62,64,0,0,0,0,0,0,0,1810,80,UDPFlood,Hping3,Malicious,1
3027,UE_7,tcp,413,-59.17,33.27,0.0857,0.0857,479,479,0,19160,19160,0,40,0,5589.26,5589.26,0,1788564.76,128,0,1024,0,0,0,0,0,479,100,SYNFlood,Hping3,Malicious,1
662,UE_2,tcp,235.5,-53.27,40.53,3.971,3.971,222,33,189,261719,3772,257947,114.3,1364.8,55.91,8.31,47.6,527260.64,64,64,131072,131072,0.0151,0.0076,0.0076,261,1,0.05,Benign,None,Benign,0
4167,UE_9,tcp,409.2,-54.77,39.92,0.0015,0.0015,1,1,0,44,44,0,44,0,666.67,666.67,0,234666.67,58,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3362,UE_7,tcp,413,-59.74,34.3,0.0803,0.0803,477,477,0,19080,19080,0,40,0,5940.22,5940.22,0,1900871.73,128,0,1024,0,0,0,0,0,477,100,SYNFlood,Hping3,Malicious,1
2466,UE_5,tcp,309,-53.72,40.02,11.263,11.263,608,47,561,822068,3008,819060,64,1460,53.98,4.17,49.81,583906.95,64,64,262144,262144,0.0211,0.0106,0.0106,422,0,0,Benign,None,Benign,0
2765,UE_6,tcp,321,-51.81,40.76,2.456,2.456,55,25,30,25955,11168,14787,446.7,492.9,22.39,10.18,12.21,84543.97,64,64,65535,65535,0.025,0.0125,0.0125,319,0,0,Benign,None,Benign,0
4516,UE_10,tcp,440.7,-54.32,39.74,43.85,43.85,17,11,6,604,364,240,33.1,40,0.39,0.25,0.14,110.19,64,64,512,16384,0.0919,0.0551,0.0368,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2692,UE_6,tcp,321,-51.74,39.81,1.874,1.874,65,37,28,28804,15263,13541,412.5,483.6,34.69,19.74,14.94,122962.65,64,64,65535,65535,0.0297,0.0149,0.0149,169,0,0,Benign,None,Benign,0
1177,UE_3,udp,127.5,-42.28,51.78,4.976,4.976,254,128,126,44216,21952,22264,171.5,176.7,51.05,25.72,25.32,71086.82,64,64,0,0,0,0,0,512,0,0,Benign,None,Benign,0
1175,UE_3,udp,127.5,-41.51,51.05,1.501,1.501,169,85,84,28435,13626,14809,160.3,176.3,112.59,56.63,55.96,151552.3,64,64,0,0,0,0,0,408,0,0,Benign,None,Benign,0
2986,UE_6,tcp,321,-51.68,39.46,2.543,2.543,90,43,47,40597,15381,25216,357.7,536.5,35.39,16.91,18.48,127713.72,64,64,65535,65535,0.0387,0.0194,0.0194,268,1,0.05,Benign,None,Benign,0
1664,UE_4,udp,116.4,-40.51,51.14,0.074,0.074,3,2,1,221,172,49,86,49.2,40.54,27.03,13.51,23891.89,64,64,0,0,0,0,0,267,0,0,Benign,None,Benign,0
2918,UE_6,tcp,321,-51.44,40.23,0.976,0.976,79,31,48,37703,15162,22541,489.1,469.6,80.94,31.76,49.18,309040.98,64,64,65535,65535,0.0236,0.0118,0.0118,188,1,0.05,Benign,None,Benign,0
1189,UE_3,udp,127.5,-43.41,50.46,2.197,2.197,149,72,77,24472,11959,12513,166.1,162.5,67.82,32.77,35.05,89110.61,64,64,0,0,0,0,0,131,0,0,Benign,None,Benign,0
4615,UE_10,tcp,440.7,-53.46,39.21,33.16,33.16,20,9,11,661,221,440,24.5,40,0.6,0.27,0.33,159.47,64,64,512,16384,0.2247,0.1348,0.0899,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3566,UE_8,udp,403.8,-52.35,40.46,0.267,0.267,2430,2430,0,2204739,2204739,0,907.3,0,9101.12,9101.12,0,66059595.51,64,0,0,0,0,0,0,0,1944,80,UDPFlood,Hping3,Malicious,1
3314,UE_7,tcp,413,-60.25,34.62,0.0103,0.0103,467,467,0,18680,18680,0,40,0,45339.81,45339.81,0,14508737.86,128,0,1024,0,0,0,0,0,467,100,SYNFlood,Hping3,Malicious,1
4139,UE_9,tcp,409.2,-54.91,40.1,0.0027,0.0027,1,1,0,44,44,0,44,0,370.37,370.37,0,130370.37,59,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
2013,UE_5,tcp,309,-53.36,40.04,12.92,12.92,963,85,878,1287320,5440,1281880,64,1460,74.54,6.58,67.96,797102.17,64,64,262144,262144,0.0164,0.0082,0.0082,189,0,0,Benign,None,Benign,0
1116,UE_3,udp,127.5,-41.77,51.42,3.168,3.168,218,107,111,38047,19110,18937,178.6,170.6,68.81,33.78,35.04,96078.28,64,64,0,0,0,0,0,208,0,0,Benign,None,Benign,0
555,UE_2,tcp,235.5,-52.6,42.16,6.203,6.203,475,33,442,588411,3115,585296,94.4,1324.2,76.58,5.32,71.26,758872.8,64,64,131072,131072,0.0171,0.0086,0.0086,374,0,0,Benign,None,Benign,0
862,UE_2,tcp,235.5,-52.94,40.69,6.27,6.27,189,37,152,193517,4155,189362,112.3,1245.8,30.14,5.9,24.24,246911.64,64,64,131072,131072,0.0221,0.0111,0.0111,183,1,0.05,Benign,None,Benign,0
791,UE_2,tcp,235.5,-52.61,41.04,2.262,2.262,470,51,419,578270,6084,572186,119.3,1365.6,207.78,22.55,185.23,2045163.57,64,64,131072,131072,0.0132,0.0066,0.0066,139,0,0,Benign,None,Benign,0
4528,UE_10,tcp,440.7,-53.59,37.95,25.28,25.28,27,15,12,1046,566,480,37.7,40,1.07,0.59,0.47,331.01,64,64,512,16384,0.1178,0.0707,0.0471,128,0,0,SlowrateDoS,Slowloris,Malicious,1
705,UE_2,tcp,235.5,-53.13,39.79,4.093,4.093,191,33,158,228777,2963,225814,89.8,1429.2,46.67,8.06,38.6,447157.59,64,64,131072,131072,0.0183,0.0092,0.0092,497,0,0,Benign,None,Benign,0
716,UE_2,tcp,235.5,-52.64,40.17,3.18,3.18,381,61,320,468641,6625,462016,108.6,1443.8,119.81,19.18,100.63,1178971.07,64,64,131072,131072,0.0282,0.0141,0.0141,230,0,0,Benign,None,Benign,0
1967,UE_4,udp,116.4,-40.88,52.37,0.1,0.1,2,1,1,119,67,52,66.7,52.2,20,10,10,9520,64,64,0,0,0,0,0,366,1,0.05,Benign,None,Benign,0
2544,UE_6,tcp,321,-50.98,39.51,2.095,2.095,67,17,50,34224,7659,26565,450.5,531.3,31.98,8.11,23.87,130688.31,64,64,65535,65535,0.0355,0.0178,0.0178,282,0,0,Benign,None,Benign,0
3918,UE_8,udp,403.8,-52.86,40.9,0.406,0.406,1710,1710,0,1295154,1295154,0,757.4,0,4211.82,4211.82,0,25520275.86,64,0,0,0,0,0,0,0,1368,80,UDPFlood,Hping3,Malicious,1
2756,UE_6,tcp,321,-51.38,40.1,0.908,0.908,75,39,36,34961,14754,20207,378.3,561.3,82.6,42.95,39.65,308026.43,64,64,65535,65535,0.0353,0.0177,0.0177,418,1,0.05,Benign,None,Benign,0
3615,UE_8,udp,403.8,-52.22,39.67,0.413,0.413,2391,2391,0,1324614,1324614,0,554,0,5789.35,5789.35,0,25658382.57,64,0,0,0,0,0,0,0,1913,80,UDPFlood,Hping3,Malicious,1
2602,UE_6,tcp,321,-51.62,39.91,1.642,1.642,95,45,50,40811,20511,20300,455.8,406,57.86,27.41,30.45,198835.57,64,64,65535,65535,0.0336,0.0168,0.0168,165,1,0.05,Benign,None,Benign,0
1030,UE_3,udp,127.5,-42.3,51.95,2.752,2.752,268,136,132,44787,23297,21490,171.3,162.8,97.38,49.42,47.97,130194.77,64,64,0,0,0,0,0,224,0,0,Benign,None,Benign,0
2862,UE_6,tcp,321,-50.78,39.61,1.718,1.718,72,32,40,35730,11722,24008,366.3,600.2,41.91,18.63,23.28,166379.51,64,64,65535,65535,0.0434,0.0217,0.0217,163,0,0,Benign,None,Benign,0
3948,UE_8,udp,403.8,-51.65,40.77,0.305,0.305,1811,1811,0,1177693,1177693,0,650.3,0,5937.7,5937.7,0,30890308.2,64,0,0,0,0,0,0,0,1449,80,UDPFlood,Hping3,Malicious,1
